TableID,TableName,Name,DataType,Size,Nullable,Description,IsInCSV,Scrambled
3003000,Game,PointSpreadHomeTeamMoneyLine,integer,32,True,The money line payout odds when betting on the home team with the point spread,True,True
3003000,Game,LastPlay,string,250,True,The description of the most recent play/event of the game. This is for display purposes and does not include corresponding data points.,True,True
3003000,Game,IsClosed,boolean,,False,Indicates whether the game is over and the final score has been verified and closed out.,True,False
3003000,Game,Quarters,Quarter[],,False,The details of the quarters (including overtime periods) for this game.,True,False
3003000,Game,GameEndDateTime,datetime,,True,The date and time that the game ended in US Eastern Time,True,False
3003000,Game,HomeRotationNumber,integer,32,True,The Rotation number of the home team for this game,True,True
3003000,Game,AwayRotationNumber,integer,32,True,The Rotation number of the away team for this game,True,True
3004000,Quarter,QuarterID,integer,32,False,Unique identifier for each Quarter.,True,False
3004000,Quarter,GameID,integer,32,False,The unique ID for this game.,True,False
3004000,Quarter,Number,integer,32,False,The Number (Order) of the Quarter in the scope of the Game.,True,False
3004000,Quarter,Name,string,10,False,The Name of the Quarter (possible values: 1; 2; 3; 4; OT; OT2; OT3; etc),True,False
3004000,Quarter,AwayScore,integer,32,True,The total points scored by the away team in this Quarter.,True,True
3004000,Quarter,HomeScore,integer,32,True,The total points scored by the home team in this Quarter.,True,True
3005000,Player,PlayerID,integer,32,False,The player's unique PlayerID as assigned by FantasyData.,True,False
3005000,Player,SportsDataID,string,50,True,Deprecated. Use SportRadarPlayerID instead.,True,False
3005000,Player,Status,string,10,True,Indicates the player's status of being on an active roster. Possible values include: Active; Inactive,True,False
3005000,Player,TeamID,integer,32,True,The TeamID of the team this player is employed by.,True,False
3005000,Player,Team,string,10,True,The key/abbreviation of the team this player is employed by.,True,False
3005000,Player,Jersey,integer,32,True,The player's jersey number.,True,False
3005000,Player,PositionCategory,string,10,True,The player's position category. Possible values: C; F; G,True,False
3005000,Player,Position,string,10,True,The player's primary position. Possible values: C; PF; PG; SF; SG,True,False
3005000,Player,FirstName,string,50,True,The player's first name.,True,False
3005000,Player,LastName,string,50,True,The player's last name.,True,False
3005000,Player,Height,integer,32,True,The player's height in inches.,True,False
3005000,Player,Weight,integer,32,True,The player's weight in pounds (lbs).,True,False
3005000,Player,BirthDate,datetime,,True,The player's date of birth.,True,False
3005000,Player,BirthCity,string,50,True,The city in which the player was born.,True,False
3005000,Player,BirthState,string,50,True,The state in which the player was born.,True,False
3005000,Player,BirthCountry,string,50,True,The country in which the player was born.,True,False
3005000,Player,HighSchool,string,50,True,The high school that the player attended.,True,False
3005000,Player,College,string,50,True,The college that the player attended.,True,False
3005000,Player,Salary,integer,32,True,The player's salary for the current season.,True,False
3005000,Player,PhotoUrl,string,250,True,The URL of the player's headshot photo.,True,False
3005000,Player,Experience,integer,32,True,The number of years experience the player has in the NBA.,True,False
3005000,Player,SportRadarPlayerID,string,50,True,The player's cross reference PlayerID to the SportRadar API.,True,False
3005000,Player,RotoworldPlayerID,integer,32,True,The player's cross reference PlayerID to the Rotoworld news feed.,True,False
3005000,Player,RotoWirePlayerID,integer,32,True,The player's cross reference PlayerID to the RotoWire news feed.,True,False
3005000,Player,FantasyAlarmPlayerID,integer,32,True,The player's cross reference PlayerID to the FantasyAlarm news feed.,True,False
3005000,Player,StatsPlayerID,integer,32,True,The player's cross reference PlayerID to the STATS data feeds.,True,False
3005000,Player,SportsDirectPlayerID,integer,32,True,The player's cross reference PlayerID to the SportsDirect data feeds.,True,False
3005000,Player,XmlTeamPlayerID,integer,32,True,The player's cross reference PlayerID to the XML Team data feeds.,True,False
3005000,Player,InjuryStatus,string,50,True,Indicates the player's injury status. Possible values include: Probable; Questionable; Doubtful; Out,True,True
3005000,Player,InjuryBodyPart,string,50,True,The body part that is injured (Knee; Groin; Calf; Hamstring; etc.),True,True
3005000,Player,InjuryStartDate,date,,True,The day that the injury started or first discovered.,True,False
3005000,Player,InjuryNotes,string,250,True,Brief description of the player's injury and expected availability.,True,True
3005000,Player,FanDuelPlayerID,integer,32,True,The player's cross reference PlayerID to FanDuel.,True,False
3005000,Player,DraftKingsPlayerID,integer,32,True,The player's cross reference PlayerID to DraftKings.,True,False
3005000,Player,YahooPlayerID,integer,32,True,The player's cross reference PlayerID to Yahoo Daily Fantasy Sports Contests.,True,False
3005000,Player,FanDuelName,string,50,True,The player's full name in FanDuel's daily fantasy sports platform.,True,False
3005000,Player,DraftKingsName,string,50,True,The player's full name in DraftKings' daily fantasy sports platform.,True,False
3005000,Player,YahooName,string,50,True,The player's full name in Yahoo's daily fantasy sports platform.,True,False
3005000,Player,DepthChartPosition,string,10,True,The position of the player on the depth chart.,True,False
3005000,Player,DepthChartOrder,integer,32,True,The order of the player on the depth chart.,True,True
3005000,Player,GlobalTeamID,integer,32,True,A globally unique ID for this team. This value is guaranteed to be unique across all sports/leagues.,False,False
3005000,Player,FantasyDraftName,string,50,True,The player's full name in FantasyDraft's daily fantasy sports platform.,True,False
3005000,Player,FantasyDraftPlayerID,integer,32,True,The player's cross reference PlayerID to Fantasy Draft.,True,False
3005000,Player,UsaTodayPlayerID,integer,32,True,The player's cross reference PlayerID to USA Today headshot data feeds.,True,False
3005000,Player,UsaTodayHeadshotUrl,string,100,True,The player's headshot URL as provided by USA Today. License from USA Today is required.,True,False
3005000,Player,UsaTodayHeadshotNoBackgroundUrl,string,100,True,The player's transparent background headshot URL as provided by USA Today. License from USA Today is required.,True,False
3005000,Player,UsaTodayHeadshotUpdated,datetime,,True,The last updated date of the player's headshot as provided by USA Today. License from USA Today is required.,True,False
3005000,Player,UsaTodayHeadshotNoBackgroundUpdated,datetime,,True,The last updated date of the player's transparent background headshot as provided by USA Today. License from USA Today is required.,True,False
3005000,Player,NbaDotComPlayerID,integer,32,True,The player's personid on nba dot com,True,False
3008000,PlayerGame,StatID,integer,32,False,The unique ID of the stat,True,False
3008000,PlayerGame,TeamID,integer,32,True,The unique ID of the team,True,False
3008000,PlayerGame,PlayerID,integer,32,True,Unique ID assigned to each player that stays with them throughout their career,True,False
3008000,PlayerGame,SeasonType,integer,32,True,The season type of the timeframe (1=Regular Season; 2=Preseason; 3=Postseason),True,False
3008000,PlayerGame,Season,integer,32,True,The NBA season of the game,True,False
3008000,PlayerGame,Name,string,50,True,Player's name,True,False
3008000,PlayerGame,Team,string,10,True,The abbreviation of the Team,True,False
3008000,PlayerGame,Position,string,10,True,The player's position associated with the given game or season. Possible values: C; F; FC; G; GF; PF; PG; SF; SG,True,False
3008000,PlayerGame,Started,integer,32,True,Whether the player started,True,False
3008000,PlayerGame,FanDuelSalary,integer,32,True,The player's salary for FanDuel daily fantasy contests.,True,True
3008000,PlayerGame,DraftKingsSalary,integer,32,True,The player's salary for DraftKings daily fantasy contests.,True,True
3008000,PlayerGame,FantasyDataSalary,integer,32,True,The player's salary as calculated by FantasyData.  Based on the same salary cap as DraftKings contests ($50;000).,True,True
3008000,PlayerGame,YahooSalary,integer,32,True,The player's salary for Yahoo daily fantasy contests.,True,True
3008000,PlayerGame,InjuryStatus,string,50,True,Indicates the player's injury status. Possible values include: Probable; Questionable; Doubtful; Out,True,True
3008000,PlayerGame,InjuryBodyPart,string,50,True,The body part that is injured (Knee; Groin; Calf; Hamstring; etc.),True,True
3008000,PlayerGame,InjuryStartDate,date,,True,The day that the injury started or first discovered.,True,False
3008000,PlayerGame,InjuryNotes,string,250,True,Brief description of the player's injury and expected availability.,True,True
3008000,PlayerGame,FanDuelPosition,string,10,True,The player's eligible position in FanDuel's daily fantasy sports platform.,True,False
3008000,PlayerGame,DraftKingsPosition,string,10,True,The player's eligible position in DraftKings' daily fantasy sports platform.,True,False
3008000,PlayerGame,YahooPosition,string,10,True,The player's eligible position in Yahoo's daily fantasy sports platform.,True,False
3008000,PlayerGame,OpponentRank,integer,32,True,The ranking of the player's opponent with regards to fantasy points allowed.,True,True
3008000,PlayerGame,OpponentPositionRank,integer,32,True,The ranking of the player's opponent by position with regards to fantasy points allowed.,True,True
3008000,PlayerGame,GlobalTeamID,integer,32,True,A globally unique ID for this team. This value is guaranteed to be unique across all sports/leagues.,False,False
3008000,PlayerGame,FantasyDraftSalary,integer,32,True,The player's salary for Fantasy Draft daily fantasy contests.,True,True
3008000,PlayerGame,FantasyDraftPosition,string,10,True,The player's eligible position in Fantasy Drafts daily fantasy sports platform.,True,True
3008000,PlayerGame,GameID,integer,32,True,The unique ID of this game,True,False
3008000,PlayerGame,OpponentID,integer,32,True,The unique ID of the team's opponent,True,False
3008000,PlayerGame,Opponent,string,10,True,The name of the opponent ,True,False
3008000,PlayerGame,Day,date,,True,The day of the game,True,False
3008000,PlayerGame,DateTime,datetime,,True,The date and time of the game,True,False
3008000,PlayerGame,HomeOrAway,string,4,True,Whether the team is home or away,True,False
3008000,PlayerGame,IsGameOver,boolean,,False,Whether the game is over (true/false),True,False
3008000,PlayerGame,GlobalGameID,integer,32,True,A globally unique ID for this game. This value is guaranteed to be unique across all sports/leagues.,False,False
3008000,PlayerGame,GlobalOpponentID,integer,32,True,A globally unique ID for this opponent. This value is guaranteed to be unique across all sports/leagues.,True,False
3008000,PlayerGame,Updated,datetime,,True,The timestamp of when the record was last updated (US Eastern Time),True,False
3008000,PlayerGame,Games,integer,32,True,The number of games played,True,False
3008000,PlayerGame,FantasyPoints,decimal,32,True,Total fantasy points,True,True
3008000,PlayerGame,Minutes,integer,32,True,Total number of minutes played,True,True
3008000,PlayerGame,Seconds,integer,32,True,Total number of seconds played,True,True
3008000,PlayerGame,FieldGoalsMade,decimal,32,True,Total number of field goals made,True,True
3008000,PlayerGame,FieldGoalsAttempted,decimal,32,True,Total number of field goals attempted,True,True
3008000,PlayerGame,FieldGoalsPercentage,decimal,32,True,Total field goal percentage,True,True
3008000,PlayerGame,EffectiveFieldGoalsPercentage,decimal,32,True,Total effective field goals percentage,True,True
3008000,PlayerGame,TwoPointersMade,decimal,32,True,Total two pointers made,True,True
3008000,PlayerGame,TwoPointersAttempted,decimal,32,True,Total two pointers attempted,True,True
3008000,PlayerGame,TwoPointersPercentage,decimal,32,True,Total two pointers percentage,True,True
3008000,PlayerGame,ThreePointersMade,decimal,32,True,Total three pointers made,True,True
3008000,PlayerGame,ThreePointersAttempted,decimal,32,True,Total three pointers attempted,True,True
3008000,PlayerGame,ThreePointersPercentage,decimal,32,True,Total three pointers percentage,True,True
3008000,PlayerGame,FreeThrowsMade,decimal,32,True,Total free throws made,True,True
3008000,PlayerGame,FreeThrowsAttempted,decimal,32,True,Total free throws attempted,True,True
3008000,PlayerGame,FreeThrowsPercentage,decimal,32,True,Total free throws percentage,True,True
3008000,PlayerGame,OffensiveRebounds,decimal,32,True,Total offensive rebounds,True,True
3008000,PlayerGame,DefensiveRebounds,decimal,32,True,Total defensive rebounds,True,True
3008000,PlayerGame,Rebounds,decimal,32,True,Total rebounds,True,True
3008000,PlayerGame,OffensiveReboundsPercentage,decimal,32,True,Total offensive rebounds percentage,True,True
3008000,PlayerGame,DefensiveReboundsPercentage,decimal,32,True,Total defensive rebounds percentage,True,True
3008000,PlayerGame,TotalReboundsPercentage,decimal,32,True,The player/team total rebounds percentage,True,True
3008000,PlayerGame,Assists,decimal,32,True,Total assists,True,True
3008000,PlayerGame,Steals,decimal,32,True,Total steals,True,True
3008000,PlayerGame,BlockedShots,decimal,32,True,Total blocked shots,True,True
3008000,PlayerGame,Turnovers,decimal,32,True,Total turnovers,True,True
3008000,PlayerGame,PersonalFouls,decimal,32,True,Total personal fouls,True,True
3008000,PlayerGame,Points,decimal,32,True,Total points scored,True,True
3008000,PlayerGame,TrueShootingAttempts,decimal,32,True,The player's true shooting attempts as defined here: http://www.basketball-reference.com/about/glossary.html,True,True
3008000,PlayerGame,TrueShootingPercentage,decimal,32,True,The player's true shooting percentage as defined here: http://www.basketball-reference.com/about/glossary.html,True,True
3008000,PlayerGame,PlayerEfficiencyRating,decimal,32,True,The player's linear weight efficiency rating as defined here: http://bleacherreport.com/articles/113144-cracking-the-code-how-to-calculate-hollingers-per-without-all-the-mess,True,True
3008000,PlayerGame,AssistsPercentage,decimal,32,True,The player's assist percentage as defined here: http://www.basketball-reference.com/about/glossary.html,True,True
3008000,PlayerGame,StealsPercentage,decimal,32,True,The player's steal percentage as defined here: http://www.basketball-reference.com/about/glossary.html,True,True
3008000,PlayerGame,BlocksPercentage,decimal,32,True,The player's block percentage as defined here: http://www.basketball-reference.com/about/glossary.html,True,True
3008000,PlayerGame,TurnOversPercentage,decimal,32,True,The player's turnover percentage as defined here: http://www.basketball-reference.com/about/glossary.html,True,True
3008000,PlayerGame,UsageRatePercentage,decimal,32,True,The player's usage rate percentage as defined here: http://www.basketball-reference.com/about/glossary.html,True,True
3008000,PlayerGame,FantasyPointsFanDuel,decimal,32,True,Total FanDuel daily fantasy points scored,True,True
3008000,PlayerGame,FantasyPointsDraftKings,decimal,32,True,Total DraftKings daily fantasy points scored,True,True
3008000,PlayerGame,FantasyPointsYahoo,decimal,32,True,Total Yahoo daily fantasy points scored,True,True
3008000,PlayerGame,PlusMinus,decimal,32,True,Total plus minus,True,True
3008000,PlayerGame,DoubleDoubles,decimal,32,True,Total double-doubles scored,True,True
3008000,PlayerGame,TripleDoubles,decimal,32,True,Total triple-doubles scored,True,True
3008000,PlayerGame,FantasyPointsFantasyDraft,decimal,32,True,Total FantasyDraft daily fantasy points scored,True,True
3008000,PlayerGame,IsClosed,boolean,,False,Indicates whether the game is over and the stats for this player have been verified and closed out.,True,False
3009000,TeamGame,StatID,integer,32,False,The unique ID of the stat,True,False
3009000,TeamGame,TeamID,integer,32,True,The unique ID of the team,True,False
3009000,TeamGame,SeasonType,integer,32,True,The type of season that this record corresponds to (1=Regular Season; 2=Preseason; 3=Postseason; 4=Offseason; 5=AllStar).,True,False
3009000,TeamGame,Season,integer,32,True,The NBA season of the game,True,False
3009000,TeamGame,Name,string,50,True,Team's name,True,False
3009000,TeamGame,Team,string,10,True,The abbreviation of the Team,True,False
3009000,TeamGame,Wins,integer,32,True,Total number of team wins,True,False
3009000,TeamGame,Losses,integer,32,True,Total number of team losses,True,False
3009000,TeamGame,Possessions,decimal,32,True,Total number of team possessions,True,True
3009000,TeamGame,GlobalTeamID,integer,32,True,A globally unique ID for this team. This value is guaranteed to be unique across all sports/leagues.,False,False
3009000,TeamGame,GameID,integer,32,True,The unique ID of this game,True,False
3009000,TeamGame,OpponentID,integer,32,True,The unique ID of the team's opponent,True,False
3009000,TeamGame,Opponent,string,10,True,The name of the opponent ,True,False
3009000,TeamGame,Day,date,,True,The day of the game,True,False
3009000,TeamGame,DateTime,datetime,,True,The date and time of the game,True,False
3009000,TeamGame,HomeOrAway,string,4,True,Whether the team is home or away,True,False
3009000,TeamGame,IsGameOver,boolean,,False,Whether the game is over (true/false),True,False
3009000,TeamGame,GlobalGameID,integer,32,True,A globally unique ID for this game. This value is guaranteed to be unique across all sports/leagues.,False,False
3009000,TeamGame,GlobalOpponentID,integer,32,True,A globally unique ID for this opponent. This value is guaranteed to be unique across all sports/leagues.,True,False
3009000,TeamGame,Updated,datetime,,True,The timestamp of when the record was last updated (US Eastern Time),True,False
3009000,TeamGame,Games,integer,32,True,The number of games played,True,False
3009000,TeamGame,FantasyPoints,decimal,32,True,Total fantasy points,True,True
3009000,TeamGame,Minutes,integer,32,True,Total number of minutes played,True,True
3009000,TeamGame,Seconds,integer,32,True,Total number of seconds played,True,True
3009000,TeamGame,FieldGoalsMade,decimal,32,True,Total number of field goals made,True,True
3009000,TeamGame,FieldGoalsAttempted,decimal,32,True,Total number of field goals attempted,True,True
3009000,TeamGame,FieldGoalsPercentage,decimal,32,True,Total field goal percentage,True,True
3009000,TeamGame,EffectiveFieldGoalsPercentage,decimal,32,True,Total effective field goals percentage,True,True
3009000,TeamGame,TwoPointersMade,decimal,32,True,Total two pointers made,True,True
3009000,TeamGame,TwoPointersAttempted,decimal,32,True,Total two pointers attempted,True,True
3009000,TeamGame,TwoPointersPercentage,decimal,32,True,Total two pointers percentage,True,True
3009000,TeamGame,ThreePointersMade,decimal,32,True,Total three pointers made,True,True
3009000,TeamGame,ThreePointersAttempted,decimal,32,True,Total three pointers attempted,True,True
3009000,TeamGame,ThreePointersPercentage,decimal,32,True,Total three pointers percentage,True,True
3009000,TeamGame,FreeThrowsMade,decimal,32,True,Total free throws made,True,True
3009000,TeamGame,FreeThrowsAttempted,decimal,32,True,Total free throws attempted,True,True
3009000,TeamGame,FreeThrowsPercentage,decimal,32,True,Total free throws percentage,True,True
3009000,TeamGame,OffensiveRebounds,decimal,32,True,Total offensive rebounds,True,True
3009000,TeamGame,DefensiveRebounds,decimal,32,True,Total defensive rebounds,True,True
3009000,TeamGame,Rebounds,decimal,32,True,Total rebounds,True,True
3009000,TeamGame,OffensiveReboundsPercentage,decimal,32,True,Total offensive rebounds percentage,True,True
3009000,TeamGame,DefensiveReboundsPercentage,decimal,32,True,Total defensive rebounds percentage,True,True
3009000,TeamGame,TotalReboundsPercentage,decimal,32,True,The player/team total rebounds percentage,True,True
3009000,TeamGame,Assists,decimal,32,True,Total assists,True,True
3009000,TeamGame,Steals,decimal,32,True,Total steals,True,True
3009000,TeamGame,BlockedShots,decimal,32,True,Total blocked shots,True,True
3009000,TeamGame,Turnovers,decimal,32,True,Total turnovers,True,True
3009000,TeamGame,PersonalFouls,decimal,32,True,Total personal fouls,True,True
3009000,TeamGame,Points,decimal,32,True,Total points scored,True,True
3009000,TeamGame,TrueShootingAttempts,decimal,32,True,The player's true shooting attempts as defined here: http://www.basketball-reference.com/about/glossary.html,True,True
3009000,TeamGame,TrueShootingPercentage,decimal,32,True,The player's true shooting percentage as defined here: http://www.basketball-reference.com/about/glossary.html,True,True
3009000,TeamGame,PlayerEfficiencyRating,decimal,32,True,The player's linear weight efficiency rating as defined here: http://bleacherreport.com/articles/113144-cracking-the-code-how-to-calculate-hollingers-per-without-all-the-mess,True,True
3009000,TeamGame,AssistsPercentage,decimal,32,True,The player's assist percentage as defined here: http://www.basketball-reference.com/about/glossary.html,True,True
3009000,TeamGame,StealsPercentage,decimal,32,True,The player's steal percentage as defined here: http://www.basketball-reference.com/about/glossary.html,True,True
3009000,TeamGame,BlocksPercentage,decimal,32,True,The player's block percentage as defined here: http://www.basketball-reference.com/about/glossary.html,True,True
3009000,TeamGame,TurnOversPercentage,decimal,32,True,The player's turnover percentage as defined here: http://www.basketball-reference.com/about/glossary.html,True,True
3009000,TeamGame,UsageRatePercentage,decimal,32,True,The player's usage rate percentage as defined here: http://www.basketball-reference.com/about/glossary.html,True,True
3009000,TeamGame,FantasyPointsFanDuel,decimal,32,True,Total FanDuel daily fantasy points scored,True,True
3009000,TeamGame,FantasyPointsDraftKings,decimal,32,True,Total DraftKings daily fantasy points scored,True,True
3009000,TeamGame,FantasyPointsYahoo,decimal,32,True,Total Yahoo daily fantasy points scored,True,True
3009000,TeamGame,PlusMinus,decimal,32,True,Total plus minus,True,True
3009000,TeamGame,DoubleDoubles,decimal,32,True,Total double-doubles scored,True,True
3009000,TeamGame,TripleDoubles,decimal,32,True,Total triple-doubles scored,True,True
3009000,TeamGame,FantasyPointsFantasyDraft,decimal,32,True,Total FantasyDraft daily fantasy points scored,True,True
3009000,TeamGame,IsClosed,boolean,,False,Indicates whether the game is over and the stats for this player have been verified and closed out.,True,False
3010000,PlayerSeason,StatID,integer,32,False,The unique ID of the stat,True,False
3010000,PlayerSeason,TeamID,integer,32,True,The unique ID of the player's team,True,False
3010000,PlayerSeason,PlayerID,integer,32,True,Unique ID assigned to each player that stays with them throughout their career,True,False
3010000,PlayerSeason,SeasonType,integer,32,True,The type of season that this record corresponds to (1=Regular Season; 2=Preseason; 3=Postseason; 4=Offseason; 5=AllStar).,True,False
3010000,PlayerSeason,Season,integer,32,True,The NBA regular season for which these totals apply,True,False
3010000,PlayerSeason,Name,string,50,True,Player's name,True,False
3010000,PlayerSeason,Team,string,10,True,The abbreviation of the Team,True,False
3010000,PlayerSeason,Position,string,10,True,Player's position in the starting lineup (if started); otherwise the position he substituted for,True,False
3010000,PlayerSeason,Started,integer,32,True,Number of games started,True,False
3010000,PlayerSeason,GlobalTeamID,integer,32,True,A globally unique ID for this team. This value is guaranteed to be unique across all sports/leagues.,False,False
3010000,PlayerSeason,Updated,datetime,,True,The timestamp of when the record was last updated (US Eastern Time),True,False
3010000,PlayerSeason,Games,integer,32,True,The number of games played,True,False
3010000,PlayerSeason,FantasyPoints,decimal,32,True,Total fantasy points,True,True
3010000,PlayerSeason,Minutes,integer,32,True,Total number of minutes played,True,True
3010000,PlayerSeason,Seconds,integer,32,True,Total number of seconds played,True,True
3010000,PlayerSeason,FieldGoalsMade,decimal,32,True,Total number of field goals made,True,True
3010000,PlayerSeason,FieldGoalsAttempted,decimal,32,True,Total number of field goals attempted,True,True
3010000,PlayerSeason,FieldGoalsPercentage,decimal,32,True,Total field goal percentage,True,True
3010000,PlayerSeason,EffectiveFieldGoalsPercentage,decimal,32,True,Total effective field goals percentage,True,True
3010000,PlayerSeason,TwoPointersMade,decimal,32,True,Total two pointers made,True,True
3010000,PlayerSeason,TwoPointersAttempted,decimal,32,True,Total two pointers attempted,True,True
3010000,PlayerSeason,TwoPointersPercentage,decimal,32,True,Total two pointers percentage,True,True
3010000,PlayerSeason,ThreePointersMade,decimal,32,True,Total three pointers made,True,True
3010000,PlayerSeason,ThreePointersAttempted,decimal,32,True,Total three pointers attempted,True,True
3010000,PlayerSeason,ThreePointersPercentage,decimal,32,True,Total three pointers percentage,True,True
3010000,PlayerSeason,FreeThrowsMade,decimal,32,True,Total free throws made,True,True
3010000,PlayerSeason,FreeThrowsAttempted,decimal,32,True,Total free throws attempted,True,True
3010000,PlayerSeason,FreeThrowsPercentage,decimal,32,True,Total free throws percentage,True,True
3010000,PlayerSeason,OffensiveRebounds,decimal,32,True,Total offensive rebounds,True,True
3010000,PlayerSeason,DefensiveRebounds,decimal,32,True,Total defensive rebounds,True,True
3010000,PlayerSeason,Rebounds,decimal,32,True,Total rebounds,True,True
3010000,PlayerSeason,OffensiveReboundsPercentage,decimal,32,True,Total offensive rebounds percentage,True,True
3010000,PlayerSeason,DefensiveReboundsPercentage,decimal,32,True,Total defensive rebounds percentage,True,True
3010000,PlayerSeason,TotalReboundsPercentage,decimal,32,True,The player/team total rebounds percentage,True,True
3010000,PlayerSeason,Assists,decimal,32,True,Total assists,True,True
3010000,PlayerSeason,Steals,decimal,32,True,Total steals,True,True
3010000,PlayerSeason,BlockedShots,decimal,32,True,Total blocked shots,True,True
3010000,PlayerSeason,Turnovers,decimal,32,True,Total turnovers,True,True
3010000,PlayerSeason,PersonalFouls,decimal,32,True,Total personal fouls,True,True
3010000,PlayerSeason,Points,decimal,32,True,Total points scored,True,True
